,id,last_scraped,source,name,host_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_ly,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes
2237,1506566786616525034,2026-06-24,city scrape,A beautiful home in Ottawa,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.4444957206966,-75.51955971794757,Private room in home,Private room,2,1.5,1.0,1.0,40.17,2026-06-24,2026-07-24,1205.0,40.17,30.0,365.0,t,30,60,90,365,2026-06-24,1,1,0,2026-05-31,2026-05-31,1.0,1.0,4.0,1.0,4.0,1.0,1.0,18,1
2238,1506585242097902213,2026-06-24,city scrape,Perfect home for a good stay,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.44330252549586,-75.520881396892,Private room in home,Private room,2,1.5,1.0,1.0,43.27,2026-06-24,2026-07-24,1298.0,43.27,30.0,365.0,t,30,60,90,365,2026-06-24,1,1,1,2025-11-01,2025-11-01,3.0,2.0,2.0,2.0,3.0,3.0,0.13,18,1
2239,1506703742706976389,2026-07-02,previous scrape,V3 You'll love this apartment!,417799875,Louise,4,10,1,9,"Ottawa, Canada",f,7,t,Innes,45.4646608730304,-75.52027942402682,Entire rental unit,Entire home/apt,6,1.4,3.0,2.0,51.42,2026-11-01,2027-01-30,4628.0,51.42,90.0,365.0,t,0,0,0,243,2026-07-02,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,7,7
2240,1507208237402759614,2026-06-24,city scrape,New Edinburgh | 4 BD Beautiful Home,28311800,Michael,11,3,0,9,"Ottawa, Canada",t,1,t,Rideau-Rockcliffe,45.44423306860919,-75.67780411288746,Entire home,Entire home/apt,8,3.5,4.0,5.0,583.33,2026-08-30,2026-09-02,1750.0,583.33,2.0,365.0,t,0,3,21,65,2026-06-24,20,20,11,2025-10-03,2026-06-11,5.0,4.95,5.0,5.0,5.0,4.9,2.26,1,1
2241,1507388956096296791,2026-06-24,city scrape,Comfortable Quiet Room - Near Airport,718344520,Adam,0,9,0,7,"Ottawa, Canada",f,5,t,Gloucester-Southgate,45.37265,-75.61634,Private room in home,Private room,2,1.5,1.0,1.0,90.0,2026-06-28,2026-06-29,90.0,90.0,1.0,365.0,t,24,52,82,356,2026-06-24,37,37,11,2025-11-19,2026-06-09,4.73,4.73,4.89,4.78,4.78,4.57,5.09,5,0
2242,1507508064080846913,2026-06-24,city scrape,Spacious Master Bedroom Near Kanata,656036045,Samander,1,8,0,8,"Ottawa, Canada",f,2,t,College,45.31896,-75.83113,Private room in home,Private room,2,1.0,1.0,1.0,38.94,2026-06-24,2026-07-24,1168.12,38.94,30.0,730.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,2,0
2243,1508177419954683329,2026-06-24,city scrape,Spacious studio,403047905,Sharmilee,5,1,5,1,"Ottawa, Canada",f,8,t,Rideau-Goulbourn,45.2387229,-75.7491373,Entire home,Entire home/apt,2,1.0,1.0,1.0,73.03,2026-06-24,2026-07-24,2191.0,73.03,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,4,1
2244,1508758191051621942,2026-06-24,city scrape,Perfect Place in Ottawa for Quiet Living - 171,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Barrhaven,45.26129159843144,-75.75102479439283,Private room in home,Private room,2,1.5,1.0,1.0,76.67,2026-07-03,2026-08-02,2300.0,76.67,30.0,365.0,t,21,51,81,356,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,18,1
2245,1510168801676986017,2026-06-24,city scrape,Room Steps Uottawa Train Station & Parliament,510569116,Carlos,3,2,3,2,"Ottawa, Canada",f,47,t,Rideau-Vanier,45.42183612938892,-75.67999657558283,Private room in rental unit,Private room,1,2.0,1.0,1.0,52.49,2026-06-24,2026-07-24,1574.64,52.49,30.0,365.0,t,30,60,90,365,2026-06-24,1,1,1,2025-09-28,2025-09-28,3.0,2.0,3.0,3.0,4.0,2.0,0.11,26,0
2246,1510384707968276305,2026-06-24,city scrape,Studio privé dans un sous-sol avec salle de cinéma,194370575,Carole,8,0,4,6,"Ottawa, Canada",t,1,t,Barrhaven,45.25479,-75.73768,Entire home,Entire home/apt,2,1.0,1.0,1.0,102.71,2026-06-29,2026-07-01,205.41,102.71,2.0,365.0,t,13,34,62,337,2026-06-24,33,33,14,2025-10-03,2026-06-11,4.73,4.52,4.82,4.91,4.82,4.67,3.74,1,1
2247,1510554479549067233,2026-06-24,city scrape,Britannia Beach House,57213938,Shawn & Shana,10,4,0,9,"Ottawa, Canada",f,1,t,Bay,45.3566,-75.80115,Entire home,Entire home/apt,8,1.4,4.0,5.0,184.95,2026-10-02,2026-11-01,5548.58,184.95,30.0,365.0,t,0,0,0,265,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,1
2248,1511236064798464294,2026-06-24,city scrape,Monthly rental only - 1BDR apartment,141421870,Lionel,8,11,1,4,"Ottawa, Canada",f,1,t,Capital,45.40436,-75.70199,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,69.86,2026-10-26,2026-11-25,2095.65,69.86,30.0,250.0,t,0,21,21,141,2026-06-24,1,1,0,2026-04-07,2026-04-07,5.0,5.0,5.0,5.0,4.0,5.0,0.38,1,1
2249,1511266860859430802,2026-06-24,city scrape,Modern Ensuite room very close to amenities,709482057,Emmanuel,0,10,0,9,"Ottawa, Canada",t,4,t,Stittsville-Kanata West,45.28121,-75.91502,Private room in home,Private room,2,1.5,1.0,1.0,149.0,2026-07-19,2026-07-20,149.0,149.0,1.0,1125.0,t,5,35,65,245,2026-06-24,21,21,8,2025-09-27,2026-06-21,4.76,4.86,4.86,4.86,4.81,4.86,2.32,4,0
2250,1511269336589903074,2026-06-24,city scrape,Modern Spacious Queen Bed. Near Downtown Ottawa.,711664670,Phi,0,10,0,9,"Ottawa, Canada",f,5,t,Rideau-Rockcliffe,45.43324,-75.63722,Private room in home,Private room,2,2.0,1.0,1.0,86.0,2026-06-28,2026-06-29,86.0,86.0,1.0,365.0,t,12,30,56,329,2026-06-24,90,90,38,2025-09-23,2026-06-06,4.57,4.71,4.84,4.72,4.6,4.63,9.82,5,0
2251,1511276075030510065,2026-06-24,city scrape,Modern room close to amenities,709482057,Emmanuel,0,10,0,9,"Ottawa, Canada",t,4,t,Stittsville-Kanata West,45.28003974616141,-75.91383756461481,Private room in home,Private room,2,1.5,1.0,1.0,91.29,2026-06-24,2026-06-25,91.29,91.29,1.0,365.0,t,27,57,86,360,2026-06-24,19,19,10,2025-09-21,2026-06-21,4.84,4.84,4.79,4.84,4.89,4.74,2.06,4,0
2252,1511278262190118046,2026-06-24,city scrape,Huge Master Oasis with private bathroom,191000580,Margaret,8,1,6,6,"Toronto, Canada",f,4,t,Barrhaven,45.26299316899458,-75.75487349257041,Private room in home,Private room,1,1.5,1.0,1.0,46.33,2026-06-27,2026-07-27,1390.02,46.33,30.0,90.0,t,28,58,88,178,2026-06-24,1,1,1,2025-12-03,2025-12-03,4.0,4.0,5.0,4.0,4.0,4.0,0.15,3,0
2253,1511296636823767208,2026-06-24,city scrape,Peaceful Queen Bed+Workspace. Near Downtown-Ottawa,711664670,Phi,0,10,0,9,"Ottawa, Canada",f,5,t,Beacon Hill-Cyrville,45.43180395454407,-75.63668028310158,Private room in home,Private room,2,2.0,1.0,1.0,84.0,2026-06-28,2026-06-29,84.0,84.0,1.0,365.0,t,20,50,74,348,2026-06-24,57,57,16,2025-10-20,2026-05-24,4.68,4.79,4.89,4.72,4.63,4.63,6.9,5,0
2254,1511297105911359740,2026-06-24,city scrape,Modern Queen Bed. Downtowm-Ottawa. Private Room,210023080,Ali,7,10,2,7,"Ottawa, Canada",f,6,t,Rideau-Vanier,45.43041,-75.65473,Private room in home,Private room,2,2.0,1.0,1.0,47.79,2026-07-01,2026-07-31,1433.61,47.79,30.0,365.0,t,23,53,83,358,2026-06-24,1,1,1,2025-12-22,2025-12-22,5.0,5.0,5.0,5.0,5.0,5.0,0.16,6,0
2255,1511476936498164990,2026-06-24,city scrape,Private Twin Bed+Workspace. Near Downtown-Ottawa.,711664670,Phi,0,10,0,9,"Ottawa, Canada",f,5,t,Rideau-Rockcliffe,45.43230737611029,-75.63817830328875,Private room in home,Private room,1,2.0,1.0,1.0,74.0,2026-06-24,2026-06-25,74.0,74.0,1.0,365.0,t,12,35,56,331,2026-06-24,72,72,22,2025-09-23,2026-06-08,4.72,4.78,4.88,4.83,4.72,4.74,7.85,5,0
2256,1511484561508381082,2026-06-24,city scrape,Tranquil Queen Bed+Workspace. Near Downtown-Ottawa,711664670,Phi,0,10,0,9,"Ottawa, Canada",f,5,t,Rideau-Rockcliffe,45.43232623515494,-75.6371674563606,Private room in home,Private room,2,2.0,1.0,1.0,93.0,2026-06-28,2026-06-29,93.0,93.0,1.0,365.0,t,13,35,53,328,2026-06-24,66,66,23,2025-09-24,2026-06-09,4.67,4.76,4.86,4.8,4.73,4.59,7.23,5,0
2257,1511488905061673630,2026-06-24,city scrape,"Ottawa luxury 1br queen suite, wifi, near DT",711664670,Phi,0,10,0,9,"Ottawa, Canada",f,5,t,Beacon Hill-Cyrville,45.431958362103565,-75.63641847182689,Private room in home,Private room,2,2.0,1.0,1.0,93.0,2026-06-24,2026-06-25,93.0,93.0,1.0,365.0,t,26,55,85,360,2026-06-24,60,60,24,2025-09-26,2026-06-10,4.72,4.75,4.82,4.78,4.68,4.63,6.62,5,0
2258,1511513948596661227,2026-06-24,city scrape,cozy room close to everything,709482057,Emmanuel,0,10,0,9,"Ottawa, Canada",t,4,t,Stittsville-Kanata West,45.28110731455245,-75.91342428788079,Private room in home,Private room,2,1.5,1.0,1.0,91.29,2026-06-24,2026-06-25,91.29,91.29,1.0,365.0,t,30,60,90,268,2026-06-24,20,20,9,2025-09-25,2026-05-06,5.0,4.95,5.0,5.0,4.95,4.95,2.2,4,0
2259,1511935176217989515,2026-06-24,city scrape,Modern New-Build Suite in Hintonburg,20069298,Mackenzie,11,10,6,9,"Ottawa, Canada",f,2,t,Kitchissippi,45.4044827,-75.72749139999999,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,95.5,2026-12-01,2026-12-31,2865.0,95.5,30.0,365.0,t,0,0,0,205,2026-06-24,1,1,0,2026-04-30,2026-04-30,5.0,5.0,5.0,5.0,5.0,5.0,0.54,2,2
2260,1512284894520036172,2026-07-02,previous scrape,Affordable Furnished Apartment,49022691,Carol,10,7,8,11,"Ottawa, Canada",t,7,t,Somerset,45.41470666502296,-75.6930689137363,Entire rental unit,Entire home/apt,2,1.4,1.0,2.0,75.23,2026-12-01,2026-12-31,2257.0,75.23,30.0,1125.0,t,0,0,0,118,2026-07-02,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,5,5
2261,1512319277775668813,2026-06-24,city scrape,Come be our guest in cozy country living style.,109915206,Jennifer,9,5,0,7,"Ottawa, Canada",t,1,t,Rideau-Goulbourn,45.18778,-75.79173,Entire guest suite,Entire home/apt,4,1.5,2.0,2.0,314.0,2026-06-29,2026-06-30,314.0,314.0,1.0,365.0,t,10,12,33,209,2026-06-24,22,22,5,2025-11-08,2026-06-21,4.68,4.59,4.82,4.86,4.64,4.59,2.88,1,1
2262,1512339390397413056,2026-06-24,city scrape,Room DownTown Across Uottawa Steps Parliament,146743514,Frits,8,10,8,2,"Mexicali, Mexico",f,74,t,Rideau-Vanier,45.42397,-75.68017,Private room in home,Private room,1,2.0,1.0,1.0,39.81,2026-06-24,2026-07-24,1194.36,39.81,30.0,365.0,t,30,60,90,365,2026-06-24,4,4,4,2025-10-05,2025-10-29,3.75,3.75,4.25,4.25,4.5,4.0,0.46,28,0
2263,1512475107967626297,2026-06-24,city scrape,Beautifully Furnished 3-Bedroom Home,66190971,Luis,10,2,4,8,"Gatineau, Canada",t,64,t,Gloucester-South Nepean,45.31620986772801,-75.59185006508179,Entire home,Entire home/apt,6,2.5,3.0,3.0,172.48,2026-09-05,2026-10-05,5174.46,172.48,30.0,365.0,t,6,9,26,301,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,26,26
2264,1513379416042061891,2026-06-24,city scrape,Modern Comfort Central Barrhaven 2 Bedroom Ensuite,719734124,Ross,0,9,0,9,"Ottawa, Canada",f,1,t,Barrhaven,45.2653474,-75.7546069,Entire home,Entire home/apt,5,2.5,2.0,3.0,165.87,2027-04-01,2027-05-01,4976.0,165.87,30.0,365.0,t,5,5,5,89,2026-06-24,3,3,0,2026-01-04,2026-06-05,5.0,5.0,5.0,5.0,5.0,5.0,0.52,1,1
2265,1513400658050643836,2026-06-24,city scrape,Spacious house at Findlay Creek,568282266,Maggie,2,3,2,3,"Ottawa, Canada",t,8,t,Gloucester-South Nepean,45.3255399,-75.60848,Entire home,Entire home/apt,6,2.5,3.0,3.0,158.57,2026-07-30,2026-08-29,4757.0,158.57,30.0,365.0,t,3,27,57,332,2026-06-24,1,1,0,2026-03-06,2026-03-06,5.0,5.0,5.0,5.0,5.0,5.0,0.27,5,5
2266,1513531778451852804,2026-06-24,city scrape,Central & Spacious Queen Bed. Near DT Ottawa.,701372802,Fahad,1,0,0,9,"Ottawa, Canada",f,4,t,Rideau-Vanier,45.43026,-75.65641,Private room in home,Private room,2,2.0,1.0,1.0,44.45,2026-08-31,2026-09-30,1333.39,44.45,30.0,365.0,t,0,0,22,297,2026-06-24,1,1,0,2026-05-01,2026-05-01,1.0,1.0,1.0,2.0,3.0,1.0,0.55,4,0
2267,1513536629830751759,2026-06-24,city scrape,Tranquil Queen Bed+Workspace. Near Downtown Ottawa,701372802,Fahad,1,0,0,9,"Ottawa, Canada",f,4,t,Rideau-Rockcliffe,45.4288306071989,-75.65667384240537,Private room in home,Private room,2,2.0,1.0,1.0,41.81,2026-08-16,2026-09-15,1254.4,41.81,30.0,365.0,t,0,7,37,312,2026-06-24,1,1,0,2026-03-31,2026-03-31,5.0,5.0,5.0,4.0,5.0,5.0,0.35,4,0
2268,1513541950692153233,2026-06-24,city scrape,Peaceful Queen Bed+Workspace. Near Downtown Ottawa,701372802,Fahad,1,0,0,9,"Ottawa, Canada",f,4,t,Rideau-Rockcliffe,45.42860394047775,-75.65585038093013,Private room in home,Private room,2,2.0,1.0,1.0,47.2,2026-07-19,2026-08-18,1415.91,47.2,30.0,365.0,t,5,35,65,340,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,4,0
2269,1513561873071530227,2026-06-24,city scrape,Aesthetic Queen Bed+Workspace-Near Downtown Ottawa,701372802,Fahad,1,0,0,9,"Ottawa, Canada",f,4,t,Rideau-Rockcliffe,45.429240667675145,-75.65441013175051,Private room in home,Private room,2,2.0,1.0,1.0,45.85,2026-08-09,2026-09-08,1375.42,45.85,30.0,365.0,t,0,14,44,319,2026-06-24,2,2,1,2025-12-01,2026-05-30,3.0,2.5,3.0,3.0,3.0,3.0,0.29,4,0
2270,1513951785842108755,2026-06-24,city scrape,Room - minutes from the Airport and Downtown,719856278,Ky,0,9,0,9,"Ottawa, Canada",f,1,t,Knoxdale-Merivale,45.32517818801541,-75.7780733332325,Private room in townhouse,Private room,1,1.4,1.0,1.0,101.0,2026-06-27,2026-06-28,101.0,101.0,1.0,120.0,t,27,57,87,362,2026-06-24,5,5,3,2025-09-21,2026-05-19,5.0,5.0,5.0,5.0,4.6,5.0,0.54,1,0
2271,1515266729995240904,2026-06-24,city scrape,Cozy & Peaceful Ground-Floor Space Near Hospitals,185050703,Alp,8,2,0,7,"Ottawa, Canada",t,1,t,Alta Vista,45.40170364475163,-75.62686901539564,Private room in townhouse,Private room,2,1.5,1.0,1.0,71.0,2026-07-05,2026-07-07,142.0,71.0,1.0,1125.0,t,4,20,26,301,2026-06-24,18,18,2,2025-12-28,2026-06-20,4.94,5.0,5.0,4.94,4.83,4.78,3.02,1,0
2272,1516010064385111265,2026-06-24,city scrape,Retreat & Recharge | Private Pool + Hot Tub Oasis,53873054,John,10,5,0,7,"Ottawa, Canada",t,3,t,College,45.36445,-75.75204,Entire home,Entire home/apt,6,1.0,3.0,3.0,1347.0,2026-06-29,2026-06-30,1347.0,1347.0,1.0,1125.0,t,21,45,75,350,2026-06-24,36,36,5,2025-12-03,2026-06-15,4.81,4.81,4.86,4.92,4.86,4.69,5.29,3,3
2273,1516062143911383472,2026-06-24,city scrape,Garden City Farm: The Oval Blue Room,431625336,Bethany,4,7,4,7,"Ottawa, Canada",f,2,t,Rideau-Goulbourn,45.18443,-75.85585,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,135.0,2026-06-25,2026-06-27,270.0,135.0,2.0,7.0,t,29,59,89,361,2026-06-24,8,8,0,2026-02-15,2026-05-31,4.88,4.75,5.0,4.88,4.63,5.0,1.85,2,0
2274,1516075442017546721,2026-06-24,city scrape,Garden City Farm: The Pigeon Room,431625336,Bethany,4,7,4,7,"Ottawa, Canada",f,2,t,Rideau-Goulbourn,45.18492,-75.85581,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,116.5,2026-06-25,2026-06-27,233.0,116.5,2.0,7.0,t,28,53,83,358,2026-06-24,9,9,0,2026-02-15,2026-06-14,5.0,4.89,5.0,5.0,5.0,5.0,2.08,2,0
2275,1516132854390527191,2026-06-24,city scrape,Cozy unit near airport with free parking in Ottawa,683991369,Julietta,1,3,0,9,"Ottawa, Canada",t,1,t,River,45.34639,-75.67483,Entire guest suite,Entire home/apt,3,1.0,1.0,1.0,149.0,2026-06-24,2026-06-25,149.0,149.0,1.0,365.0,t,11,35,56,326,2026-06-24,91,91,49,2025-09-25,2026-06-22,4.98,4.98,4.97,4.98,4.93,4.97,10.0,1,1
2276,1516993377472227292,2026-06-24,city scrape,Work-Ready 1BR | Desk + Fast Wi-Fi + Parking,720568001,Claude,0,9,0,8,"Ottawa, Canada",f,1,t,Rideau-Rockcliffe,45.4270657,-75.6569232,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,93.1,2026-08-02,2026-09-01,2793.1,93.1,30.0,365.0,t,0,21,30,275,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,1
2277,1517672135232604815,2026-06-24,city scrape,Spacious private basement suite,403047905,Sharmilee,5,1,5,1,"Ottawa, Canada",f,8,t,Barrhaven,45.25413,-75.74027,Private room in home,Private room,2,1.0,2.0,1.0,76.22,2026-06-24,2026-07-24,2286.69,76.22,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,4,1
2278,1517988352543136486,2026-06-24,city scrape,"Single house - close to downtown, shops, hospital",67330347,Alain,10,2,0,6,"Ottawa, Canada",f,1,t,Alta Vista,45.39328,-75.65219,Entire home,Entire home/apt,6,2.0,2.0,3.0,148.43,2026-10-21,2026-11-20,4453.0,148.43,30.0,1125.0,t,6,12,14,260,2026-06-24,3,3,0,2026-02-10,2026-06-13,5.0,5.0,5.0,5.0,5.0,5.0,0.67,1,1
2279,1519058531690652705,2026-06-24,city scrape,Modern Renovated 3BR | Long-Term Stay | Workspace,466089949,Julie,3,11,1,0,"Ottawa, Canada",f,3,t,Rideau-Vanier,45.43561,-75.66679,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,143.85,2026-07-02,2026-08-02,4459.28,143.85,31.0,365.0,t,22,52,82,357,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,3,3
2280,1519205908514037049,2026-06-24,city scrape,Cozy Stay Near Kanata in Nepean,656036045,Samander,1,8,0,8,"Ottawa, Canada",f,2,t,College,45.31728,-75.82905,Private room in home,Private room,2,1.0,1.0,1.0,44.25,2026-09-01,2026-10-01,1327.41,44.25,30.0,365.0,t,0,0,21,296,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,2,0
2281,1519541814005174709,2026-06-24,city scrape,Cozy Room # 3,494353067,Maryam,3,5,2,9,"Ottawa, Canada",t,2,t,Knoxdale-Merivale,45.36490728988833,-75.71931841018812,Private room in home,Private room,2,1.0,1.0,1.0,47.93,2026-07-17,2026-08-16,1438.03,47.93,30.0,60.0,t,14,44,74,349,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,2,0
2282,1519874796526930380,2026-06-24,city scrape,Beautiful Home in Ottawa,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.44336888685335,-75.5187813651017,Private room in home,Private room,2,1.5,1.0,1.0,43.7,2026-08-18,2026-09-17,1311.0,43.7,30.0,365.0,t,23,28,58,333,2026-06-24,1,1,0,2026-05-11,2026-05-11,5.0,4.0,5.0,5.0,4.0,4.0,0.67,18,1
2283,1519881317508515236,2026-06-24,city scrape,Stylish Home in Ottawa,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.44401716739671,-75.519595958698,Private room in home,Private room,2,1.5,1.0,1.0,40.17,2026-07-01,2026-07-31,1205.0,40.17,30.0,365.0,t,23,53,83,358,2026-06-24,1,1,1,2025-12-12,2025-12-12,5.0,5.0,5.0,5.0,5.0,5.0,0.15,18,1
2284,1519886221765560485,2026-06-24,city scrape,Elegant Home in Ottawa,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.443899599403885,-75.52017950266007,Private room in home,Private room,2,1.5,1.0,1.0,40.17,2026-07-31,2026-08-30,1205.0,40.17,30.0,365.0,t,6,29,59,334,2026-06-24,1,1,0,2026-05-20,2026-05-20,5.0,5.0,5.0,5.0,5.0,5.0,0.83,18,1
2285,1519892287547902708,2026-06-24,city scrape,A perfect place for you in Ottawa,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Innes,45.44504,-75.52077,Private room in home,Private room,2,1.5,1.0,1.0,40.17,2026-08-31,2026-09-30,1205.0,40.17,30.0,365.0,t,0,0,22,297,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,18,1
2286,1519916392818399522,2026-06-24,city scrape,Very Clean Home in Ottawa,486026361,Victor,3,7,3,6,"Ottawa, Canada",f,18,t,Barrhaven,45.25078595382719,-75.75982012785082,Private room in home,Private room,2,1.5,1.0,1.0,73.57,2026-06-24,2026-07-24,2207.0,73.57,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,18,1
2287,1520442231475101313,2026-06-24,city scrape,Private Basement Suite - Free Parking & Fast WiFi,114629907,Ben,9,4,0,5,"Ottawa, Canada",t,1,t,Cumberland,45.47521,-75.46595,Private room in guest suite,Private room,2,1.0,1.0,1.0,86.0,2026-07-11,2026-07-13,172.0,86.0,2.0,365.0,t,12,24,49,319,2026-06-24,44,44,0,2026-01-19,2026-06-19,4.93,4.91,4.89,4.86,4.84,4.91,8.41,1,0
2288,1520561855048059682,2026-06-24,city scrape,"Comfortable, chic fully furnished house.",169755097,Nadia,8,5,0,8,"Toronto, Canada",f,1,t,Orleans,45.4798,-75.46427,Entire home,Entire home/apt,8,2.5,4.0,5.0,173.3,2026-07-01,2026-07-03,2246.7,173.3,2.0,28.0,f,23,50,80,355,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,1
2289,1521231994285627803,2026-06-24,city scrape,Room in a speciousTownhouse,557876987,Raj,2,5,2,3,"Ottawa, Canada",f,1,t,Barrhaven,45.27107,-75.77244,Private room in home,Private room,2,1.0,1.0,1.0,99.4,2026-06-24,2026-07-24,2982.0,99.4,30.0,365.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,0
2290,1521277620868590074,2026-06-24,city scrape,Room near airport and transit,2909147,Fuad,13,11,0,8,"Ottawa, Canada",f,1,t,River,45.34693,-75.66237,Private room in home,Private room,1,1.5,1.0,1.0,37.14,2026-06-24,2026-07-24,1114.14,37.14,30.0,60.0,t,30,60,90,365,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,0
2291,1522006008492674482,2026-06-24,city scrape,1 Bedroom Coach House In Centertown,85297148,Short And Suite BnB,9,11,9,4,"Ottawa, Canada",t,51,t,Somerset,45.41141,-75.696,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,89.21,2026-06-24,2026-07-24,2676.33,89.21,30.0,365.0,t,30,60,69,69,2026-06-24,1,1,1,2025-11-26,2025-11-26,4.0,4.0,4.0,4.0,5.0,4.0,0.14,28,28
2292,1522809506476096337,2026-06-24,city scrape,Hintonburg Long Term Stay - From September 2026,8870600,Michela,12,9,0,2,"Ottawa, Canada",f,1,t,Kitchissippi,45.40696,-75.72946,Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,173.3,2026-08-30,2026-09-29,2246.7,173.3,30.0,160.0,f,0,0,23,298,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,1,1
2293,1523576595507648505,2026-06-24,city scrape,Cozy Room # 2,494353067,Maryam,3,5,2,9,"Ottawa, Canada",t,2,t,Knoxdale-Merivale,45.36483534633861,-75.71916318009626,Private room in home,Private room,2,1.0,1.0,1.0,48.84,2026-07-08,2026-08-07,1465.13,48.84,30.0,60.0,t,16,46,76,351,2026-06-24,1,1,1,2025-12-01,2025-12-01,5.0,5.0,5.0,5.0,5.0,5.0,0.15,2,0
2294,1523986446090418078,2026-06-24,city scrape,Comfy & Peaceful Queen Bed. Near Downtown Ottawa.,210023080,Ali,7,10,2,7,"Ottawa, Canada",f,6,t,Rideau-Rockcliffe,45.42907,-75.65477,Private room in home,Private room,2,2.0,1.0,1.0,43.31,2026-08-14,2026-09-13,1299.2,43.31,30.0,365.0,t,14,23,53,328,2026-06-24,0,0,0,10,10,4.8,4.8,4.9,4.9,4.8,4.7,1.8,6,0
2295,1525581406708052710,2026-06-24,city scrape,Spacious Newly Renovated Suite Near Airport,90613568,Nitasha,9,10,0,8,"Ottawa, Canada",t,1,t,River,45.3526955,-75.6602175,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,85.4,2026-12-31,2027-01-30,2561.91,85.4,30.0,365.0,t,4,4,4,179,2026-06-24,4,4,1,2025-11-24,2026-05-08,5.0,5.0,5.0,5.0,5.0,5.0,0.56,1,1
2296,1525698187035020603,2026-06-24,city scrape,New! Near Civic Hosp + public transport. Parking,687060767,Maya,1,2,0,8,"Ottawa, Canada",f,2,t,Kitchissippi,45.40341668321648,-75.73046263307333,Entire home,Entire home/apt,6,1.5,3.0,4.0,142.03,2026-12-20,2027-01-19,4260.99,142.03,30.0,365.0,t,5,12,12,204,2026-06-24,3,3,1,2025-12-21,2026-06-19,5.0,5.0,5.0,5.0,5.0,5.0,0.48,2,2
